CRN,Subject,Department,Number,Section,Instructor,Days,Start Time,End Time,Building,Room,Campus,Class Type,Method,DP or IN,PoT,Actual,Max
33946,GEO,GES,2110,255,"Townsend, Christi G",__T____,9:00 AM,10:50 AM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,DP,1,1,2
32590,GEO,GES,2110,256,"Townsend, Christi G",____R__,9:00 AM,10:50 AM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,DP,1,1,2
33947,GEO,GES,2110,257,"Townsend, Christi G",__T____,12:30 PM,2:20 PM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,DP,1,2,2
31689,GEO,GES,2310,251,"Atkins, Dane Multicultural",__T_R__,12:30 PM,1:50 PM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,22,60
36313,GEO,GES,2310,252,"Lopez, Christina Wright",_______,,,ARR,ARR,Online,LEC,INT,,1,39,40
30701,GEO,GES,2410,251,"Weil, Brendan Paul",__T_R__,3:30 PM,4:50 PM,ELA,311,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,27,50
30702,GEO,GES,2410,252,"Atkins, Dane",__T_R__,9:30 AM,10:50 AM,ELA,311,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,21,50
36314,GEO,GES,2410,255,"Townsend, Christi G",_______,,,ARR,ARR,Online,LEC,INT,,1,51,60
37835,GEO,GES,2410,L01,"Townsend, Christi G",_M_____,9:00 AM,10:50 AM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,9,20
30703,GEO,GES,2410,L02,"Townsend, Christi G",___W___,9:00 AM,10:50 AM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,18,20
30704,GEO,GES,2410,L03,"Townsend, Christi G",_M_____,11:00 AM,12:50 PM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,11,20
30705,GEO,GES,2410,L04,"Townsend, Christi G",___W___,11:00 AM,12:50 PM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,19,20
30706,GEO,GES,2410,L05,"Townsend, Christi G",__T____,9:00 AM,10:50 AM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,10,20
30707,GEO,GES,2410,L06,"Townsend, Christi G",____R__,9:00 AM,10:50 AM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,6,20
30708,GEO,GES,2410,L07,"Townsend, Christi G",__T____,12:30 PM,2:20 PM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,17,20
33949,GEO,GES,2410,L08,"Townsend, Christi G",____R__,12:30 PM,2:20 PM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,9,20
35515,GEO,GES,2426,254,"Bamfo, Nathaniel Must",_______,,,ARR,ARR,Online,LEC,INT,,1,25,31
35516,GEO,GES,2426,L06,"Bamfo, Nathaniel Must",_______,,,ARR,ARR,Online,LAB,INT,,1,25,31
37388,GEO,GES,2426,251,"Han, Su Yeon",_M_W___,9:00 AM,9:50 AM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,22,30
30709,GEO,GES,2426,252,"Liu, Yanyan Must",_M_W___,10:00 AM,10:50 AM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,29,30
36010,GEO,GES,2426,253,"Giordano, Alberto Must",__T_R__,12:30 PM,1:20 PM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,30
30710,GEO,GES,2426,L01,"Giordano, Alberto Labs",__T_R__,4:00 PM,5:50 PM,ELA,123,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,14,23
30711,GEO,GES,2426,L02,"Giordano, Alberto Labs",_M_W___,12:30 PM,2:20 PM,ELA,123,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,21,24
30713,GEO,GES,2426,L03,"Giordano, Alberto Labs",_M_W___,3:30 PM,5:20 PM,ELA,123,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,24,24
30714,GEO,GES,2426,L04,"Giordano, Alberto Labs",__T_R__,9:00 AM,10:50 AM,ELA,123,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,22,24
30718,GEO,GES,3301,251,"Boyles, Michael Pratt",_M_W___,12:30 PM,1:50 PM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,40,40
30716,GEO,GES,3301,252,"Atkins, Dane",_M_W___,2:00 PM,3:20 PM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,27,30
35514,GEO,GES,3301,253,"Prince, Benjamin John",__T_R__,9:30 AM,10:50 AM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,27,35
30720,GEO,GES,3303,251,"Cooper, Brian J",_M_W___,12:30 PM,1:50 PM,ELA,116,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,111,122
36011,GEO,GES,3309,251,"Prince, Benjamin John",_M_W___,3:30 PM,4:50 PM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,15,35
30723,GEO,GES,3310,251,"Ray, Rosalie Singerman",__T_R__,11:00 AM,12:20 PM,ELA,311,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,60,60
35530,GEO,GES,3313,252,"Tiefenbacher, John P",_M_W___,12:30 PM,1:50 PM,ELA,311,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,49,50
31690,GEO,GES,3321,251,"Boehm, Denise",__T_R__,3:30 PM,4:50 PM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,25,30
33272,GEO,GES,3323,251,"Ray, Rosalie Singerman",__T_R__,2:00 PM,3:20 PM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,13,27
36012,GEO,GES,3329,251,"Cooper, Brian J",__T_R__,12:30 PM,1:50 PM,ELA,116,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,66,122
38988,GEO,GES,3333,251,"Ptak, Thomas Walter",__T_R__,2:00 PM,3:20 PM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,22,30
31691,GEO,GES,3335,251,"Dixon, Richard W",__T_R__,12:30 PM,1:50 PM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,28,30
30734,GEO,GES,3340,251,"Devine, Jennifer Ann",__T_R__,2:00 PM,3:20 PM,ELA,311,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,49,60
36013,GEO,GES,3411,251,"Han, Su Yeon",_M_W___,11:00 AM,12:20 PM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,17,20
38989,GEO,GES,3411,252,"Swienton, Heather Anne",__T_R__,11:00 AM,12:20 PM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,20,20
30738,GEO,GES,3411,L01,"Han, Su Yeon",__T____,9:00 AM,10:50 AM,ELA,122,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,17,20
30741,GEO,GES,3411,L02,"Han, Su Yeon",___W___,9:00 AM,10:50 AM,ELA,122,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,20
30744,GEO,GES,3416,251,"Wylie, Andrew Grayson",_M_W___,2:00 PM,3:20 PM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,40
30747,GEO,GES,3416,L02,"Wylie, Andrew Grayson",___W___,11:00 AM,12:50 PM,ELA,122,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,16,20
30749,GEO,GES,3416,L03,"Wylie, Andrew Grayson",__T____,11:00 AM,12:50 PM,ELA,122,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,14,20
31528,GEO,GES,3426,251,"Zhan, F Benjamin",_M_W___,10:00 AM,10:50 AM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,31,40
36014,GEO,GES,3426,L01,"Zhan, F Benjamin",__T_R__,12:30 PM,2:20 PM,ELA,123,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,12,20
31529,GEO,GES,3426,L03,"Zhan, F Benjamin",__T_R__,3:30 PM,5:20 PM,ELA,120,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,19,20
30750,GEO,GES,3434,251,"Julian, Jason Paul",__T_R__,11:00 AM,12:20 PM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,50,60
30751,GEO,GES,3434,L01,"Julian, Jason Paul",__T____,3:30 PM,5:20 PM,ELA,121,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,20
30752,GEO,GES,3434,L02,"Julian, Jason Paul",____R__,3:30 PM,5:20 PM,ELA,121,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,11,20
30753,GEO,GES,3434,L03,"Julian, Jason Paul",___W___,9:00 AM,10:50 AM,ELA,121,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,19,20
39958,GEO,GES,4310,D50,"Townsend, Christi G",_____F_,10:00 AM,11:50 AM,ELA,384,Online,LEC,FTF,,101,6,14
30755,GEO,GES,4313,251,"Tiefenbacher, John P",_M_W___,3:30 PM,4:50 PM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,19,24
34689,GEO,GES,4313,252,"Ptak, Thomas Walter",__T_R__,9:30 AM,10:50 AM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,15,24
31530,GEO,GES,4314,251,"Julian, Jason Paul",__T_R__,2:00 PM,3:20 PM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,15,60
38990,GEO,GES,4316,251,"Meitzen, Kimberly Michelle",__T_R__,3:30 PM,4:50 PM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,18,30
32936,GEO,GES,4323,251,"Sansom, Andrew Hybrid",__T____,6:30 PM,9:20 PM,SLH,107,Online,LEC,HYB,,1,17,20
40091,GEO,GES,4335,251,"Myles, Colleen Crystal",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,2,2
40542,GEO,GES,4335,252,"Ray, Rosalie Singerman",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,2
30756,GEO,GES,4338,251,"Prince, Benjamin John",_M_W___,11:00 AM,12:20 PM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,11,30
31989,GEO,GES,4340,251,"Oestreich, Jo B",__T____,6:30 PM,7:50 PM,ARR,ARR,Online,LEC,INT,,1,10,35
36312,GEO,GES,4350,251,"Shannon, Steven Robinson",_M_W___,11:00 AM,12:20 PM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,50,60
31990,GEO,GES,4380,251,"Davio, Rebecca Lynn",_______,,,ARR,ARR,Online,ITS,FTF,IN,1,9,24
30757,GEO,GES,4412,251,"Currit, Nathan Allen",_M_W___,2:00 PM,3:20 PM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,14,20
30758,GEO,GES,4412,L01,"Currit, Nathan Allen",___W___,3:30 PM,5:20 PM,ELA,121,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,14,20
38992,GEO,GES,4420,251,"Chow, Tzee Kiu",__T_R__,3:30 PM,4:50 PM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,7,20
38993,GEO,GES,4420,L01,"Chow, Tzee Kiu",____R__,5:00 PM,6:50 PM,ELA,122,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,7,20
34690,GEO,GES,4427,251,"Yuan, Yihong Must",_M_W___,10:00 AM,10:50 AM,ELA,315,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,7,20
34691,GEO,GES,4427,L01,"Yuan, Yihong Must",_M_W___,11:00 AM,12:50 PM,ELA,120,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,7,20
30760,GEO,GES,4430,251,"Li, Yanan Must",_____F_,9:30 AM,11:20 AM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,9,13
30763,GEO,GES,4430,L01,"Li, Yanan",_____F_,12:30 PM,4:00 PM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,9,13
33830,GEO,GES,5190,251,"Yuan, Yihong In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,4
35874,GEO,GES,5190,252,"Chow, Tzee Kiu",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,2
36015,GEO,GES,5300,251,"Boehm, Denise Taught",____R__,6:30 PM,9:20 PM,ARR,ARR,Online,LEC,INT,,1,14,15
30768,GEO,GES,5301,251,"Townsend, Christi G",___W___,6:30 PM,9:20 PM,ELA,121,"601 University Dr, San Marcos, TX 78666",LEC,FTF,DP,1,7,20
39959,GEO,GES,5308,D50,"Townsend, Christi G",_____F_,10:00 AM,11:50 AM,ELA,384,Online,LEC,FTF,,101,2,14
37392,GEO,GES,5312,251,"Sarmiento, Eric Ryan",_M_____,6:30 PM,9:20 PM,ARR,ARR,Online,LEC,INT,,1,8,10
33273,GEO,GES,5314,251,"Kucera, Neil W",___W___,6:30 PM,9:20 PM,ARR,ARR,Online,LEC,INT,,1,12,15
39893,GEO,GES,5316,251,"Krause, Samantha Marie",_M_____,9:00 AM,11:50 AM,ELA,384,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,6,8
38994,GEO,GES,5316,252,"Meitzen, Kimberly Michelle",__T____,9:30 AM,12:20 PM,ELA,384,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,5,8
39450,GEO,GES,5317,251,"Blue, Sarah A",___W___,9:00 AM,11:50 AM,ELA,384,"601 University Dr, San Marcos, TX 78666",SEM,FTF,,1,2,10
34688,GEO,GES,5323,251,"Ray, Rosalie Singerman",__T_R__,2:00 PM,3:20 PM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,4,8
32329,GEO,GES,5335,251,"Jensen, Jennifer In",_______,,,ARR,ARR,Online,IND,INT,IN,1,1,10
32330,GEO,GES,5335,252,"Julian, Jason Paul",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,10
31778,GEO,GES,5335,254,"Myles, Colleen Crystal",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,10
32332,GEO,GES,5335,255,"Hagelman, Ronald R",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,10
38995,GEO,GES,5339,251,"Hagelman, Ronald R",___W___,6:30 PM,9:20 PM,ARR,ARR,Online,LEC,INT,,1,9,9
38996,GEO,GES,5342,251,"Jo, Injeong Taught",_______,,,ARR,ARR,Online,SEM,INT,,1,4,10
32326,GEO,GES,5390,251,"Jensen, Jennifer In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,10
35960,GEO,GES,5390,255,"Julian, Jason Paul",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,,1,1,2
34322,GEO,GES,5395,251,"Sansom, Andrew Conservation",__T____,6:30 PM,9:20 PM,SLH,107,Online,SEM,HYB,,1,4,10
40060,GEO,GES,5395,252,"Chow, Tzee Kiu",____R__,9:30 AM,12:20 PM,ELA,384,"601 University Dr, San Marcos, TX 78666",SEM,FTF,,1,1,5
31201,GEO,GES,5418,251,"Zhan, F Benjamin",_M_____,3:30 PM,5:20 PM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,14,16
31202,GEO,GES,5418,L01,"Zhan, F Benjamin",_M_____,5:30 PM,8:20 PM,ELA,123,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,14,16
31203,GEO,GES,5419,251,"Yuan, Yihong Must",_M_____,5:00 PM,6:50 PM,ARR,ARR,Online,LEC,INT,,1,7,14
31204,GEO,GES,5419,L01,"Yuan, Yihong Taught",_M_____,7:00 PM,9:50 PM,ARR,ARR,Online,LAB,INT,,1,7,14
35522,GEO,GES,5430,251,"Li, Yanan Must",_____F_,9:30 AM,11:20 AM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,1,5
35523,GEO,GES,5430,L01,"Li, Yanan Must",_____F_,12:30 PM,4:00 PM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,1,5
40008,GEO,GES,7190,251,"Meitzen, Kimberly Michelle",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,,1,1,2
40286,GEO,GES,7190,252,"Hagelman, Ronald R",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,2
31208,GEO,GES,7300,251,"Currit, Nathan Allen",___W___,9:00 AM,11:50 AM,ELA,313,"601 University Dr, San Marcos, TX 78666",SEM,FTF,,1,9,10
33274,GEO,GES,7300,252,"Blue, Sarah A",_M_____,9:00 AM,11:50 AM,ELA,313,"601 University Dr, San Marcos, TX 78666",SEM,FTF,,1,5,10
31209,GEO,GES,7301,251,"Myint, Soe Win",_M_____,9:30 AM,12:20 PM,ELA,123,"601 University Dr, San Marcos, TX 78666",SEM,FTF,DP,1,8,14
39000,GEO,GES,7342,251,"Solari, Osvaldo A",_______,,,ARR,ARR,Online,SEM,INT,,1,4,10
39455,GEO,GES,7364,251,"Chow, Tzee Kiu",____R__,9:30 AM,12:20 PM,ELA,384,"601 University Dr, San Marcos, TX 78666",SEM,FTF,,1,4,14
35216,GEO,GES,7390,251,"Lu, Yongmei In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,3,4
32335,GEO,GES,7390,252,"Solem, Michael Taught",_______,,,ARR,ARR,Online,IND,INT,IN,1,1,10
32336,GEO,GES,7390,253,"Devine, Jennifer Ann",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,2,10
34386,GEO,GES,7390,254,"Currit, Nathan Allen",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,2
34430,GEO,GES,7390,255,"Zhan, F Benjamin",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,IN,1,1,2
34836,GEO,GES,7417,251,"Zhan, F Benjamin",_M_____,3:30 PM,5:20 PM,ELA,312,"601 University Dr, San Marcos, TX 78666",LEC,FTF,DP,1,4,10
34837,GEO,GES,7417,L01,"Zhan, F Benjamin",_M_____,5:30 PM,8:20 PM,ELA,123,"601 University Dr, San Marcos, TX 78666",LAB,FTF,DP,1,4,10
36493,GEO,GES,7419,251,"Yuan, Yihong Must",_M_____,5:00 PM,6:50 PM,ARR,ARR,Online,LEC,INT,,1,6,8
36494,GEO,GES,7419,L01,"Yuan, Yihong Taught",_M_____,7:00 PM,9:50 PM,ARR,ARR,Online,LAB,INT,,1,6,8
35524,GEO,GES,7430,251,"Li, Yanan Must",_____F_,9:30 AM,11:20 AM,ELA,316,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,1,2
35525,GEO,GES,7430,L01,"Li, Yanan Must",_____F_,12:30 PM,4:00 PM,ELA,155,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,1,2
36016,GEO,GES,4393G,252,"Kucera, Neil W",___W___,6:30 PM,9:20 PM,ARR,ARR,Online,LEC,INT,,1,4,4
35021,GEO,GES,5199B,251,"Sarmiento, Eric Ryan",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,2,2
35873,GEO,GES,5199B,252,"Currit, Nathan Allen",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,1,2
36708,GEO,GES,5199B,253,"Jensen, Jennifer In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,1,2
38998,GEO,GES,5393G,251,"Solem, Michael Taught",_______,,,ARR,ARR,Online,SEM,INT,,1,1,9
35735,GEO,GES,5399A,251,"Blue, Sarah A",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,1,2
31784,GEO,GES,5399B,251,"Li, Yanan In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,1,10
31785,GEO,GES,5399B,252,"Jensen, Jennifer In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,2,10
35094,GEO,GES,5399B,253,"Devine, Jennifer Ann",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,1,2
35199,GEO,GES,5399B,254,"Lu, Yongmei In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,1,2
35205,GEO,GES,5399B,255,"Hagelman, Ronald R",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",THS,FTF,IN,1,1,2
31789,GEO,GES,7199A,251,"Hagelman, Ronald R",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,2,10
31790,GEO,GES,7199A,252,"Julian, Jason Paul",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
32333,GEO,GES,7199A,253,"Blue, Sarah A",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,2,10
34517,GEO,GES,7199A,255,"Tiefenbacher, John P",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
37766,GEO,GES,7199B,251,"Solem, Michael In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,89,1,2
31793,GEO,GES,7199C,251,"Zhan, F Benjamin",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
31794,GEO,GES,7199C,252,"Currit, Nathan Allen",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,0,10
31795,GEO,GES,7199C,253,"Lu, Yongmei In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
36731,GEO,GES,7199C,254,"Yuan, Yihong In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
35850,GEO,GES,7299A,251,"Meitzen, Kimberly Michelle",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,,1,1,2
39003,GEO,GES,7393C,251,"Sarmiento, Eric Ryan",_M_____,6:30 PM,9:20 PM,ARR,ARR,Online,LEC,INT,,1,6,5
39456,GEO,GES,7393D,251,"Blue, Sarah A",___W___,9:00 AM,11:50 AM,ELA,384,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,4,10
39454,GEO,GES,7393E,251,"Hagelman, Ronald R",___W___,6:30 PM,9:20 PM,ARR,ARR,Online,LEC,INT,,1,5,5
39004,GEO,GES,7393J,251,"Krause, Samantha Marie",_M_____,9:00 AM,11:50 AM,ELA,384,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,7,8
39005,GEO,GES,7393N,251,"Meitzen, Kimberly Michelle",__T____,9:30 AM,12:20 PM,ELA,384,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,6,8
31796,GEO,GES,7399A,251,"Boehm, Denise In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,2,10
32334,GEO,GES,7399A,252,"Tiefenbacher, John P",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
35757,GEO,GES,7399B,251,"Boehm, Richard G",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,,1,2,2
38178,GEO,GES,7399B,252,"Jo, Injeong In",_______,,,ARR,ARR,Online,DSR,INT,IN,1,1,4
38224,GEO,GES,7399B,253,"Solem, Michael In",_______,,,ARR,ARR,Online,DSR,INT,IN,1,1,2
35056,GEO,GES,7399C,251,"Giordano, Alberto In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
35192,GEO,GES,7399C,252,"Chow, Tzee Kiu",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
36786,GEO,GES,7599A,251,"Jensen, Jennifer In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
31797,GEO,GES,7699A,251,"Lu, Yongmei In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
31798,GEO,GES,7699A,252,"Sarmiento, Eric Ryan",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
40092,GEO,GES,7699B,251,"Boehm, Denise In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
35055,GEO,GES,7699C,251,"Lu, Yongmei In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
31799,GEO,GES,7999A,251,"Devine, Jennifer Ann",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
31800,GEO,GES,7999A,252,"Sarmiento, Eric Ryan",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
31801,GEO,GES,7999A,253,"Dixon, Richard W",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
34411,GEO,GES,7999A,254,"Giordano, Alberto In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
34412,GEO,GES,7999A,255,"Krause, Samantha Marie",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
35067,GEO,GES,7999A,256,"Li, Yanan In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,2
36538,GEO,GES,7999B,251,"Solem, Michael In",_______,,,ARR,ARR,Online,DSR,INT,IN,1,2,2
31802,GEO,GES,7999C,251,"Zhan, F Benjamin",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,3,10
31803,GEO,GES,7999C,252,"Lu, Yongmei In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,10
34522,GEO,GES,7999C,253,"Jensen, Jennifer In",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",DSR,FTF,IN,1,1,3
31216,GEOL,GES,1410,251,"Wernette, Shelly Jean",__T_R__,11:00 AM,12:20 PM,ELA,116,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,88,90
31217,GEOL,GES,1410,252,"Wernette, Shelly Jean",__T_R__,3:30 PM,4:50 PM,ELA,116,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,87,90
31218,GEOL,GES,1410,L01,"Wernette, Shelly Jean",_M_____,10:00 AM,11:50 AM,ELA,149,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,20
31219,GEOL,GES,1410,L02,"Wernette, Shelly Jean",___W___,10:00 AM,11:50 AM,ELA,149,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,20
31220,GEOL,GES,1410,L03,"Wernette, Shelly Jean",_M_____,12:30 PM,2:20 PM,ELA,149,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,20
31221,GEOL,GES,1410,L04,"Wernette, Shelly Jean",___W___,12:30 PM,2:20 PM,ELA,149,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,19,20
